"Time","Intensity","Occupancy","Velocity","Velocity 85%","Intensity Micro","Intensity Motorcar ","Intensity Trac ","Intensity Bus","Intensity Trailer","0<V<10","10<V<20","20<V<30","30<V<40","40<V<50","50<V<60","60<V<70","70<V<80","80<V<90","90<V<100","100<V<110","110<V<120","120<V<130","130<V<500"
"06.06.21 04:05:00","372","2.7","104.4","117.4","0","264","72","12","24","0","0","0","0","0","0","0","24","12","108","96","96","24","12"
"06.06.21 04:00:00","360","2.4","102.3","115.8","12","264","72","12","0","0","0","0","0","0","0","0","24","36","72","132","72","24","0"
"06.06.21 03:55:00","312","2.5","101.1","112.6","0","144","132","36","0","0","0","0","0","0","0","0","12","60","84","72","48","36","0"
"06.06.21 03:50:00","360","2.5","105.9","115.3","0","228","108","24","0","0","0","0","0","0","0","0","12","0","120","96","96","36","0"
"06.06.21 03:45:00","336","2.3","105.6","117.4","0","180","144","12","0","0","0","0","0","0","0","0","12","24","72","96","108","12","0"
"06.06.21 03:40:00","312","2.2","107","115.8","0","180","120","12","0","0","0","0","0","0","0","0","0","12","72","108","96","12","12"
"06.06.21 03:35:00","300","2","105.6","115","0","228","72","0","0","0","0","0","0","0","0","0","24","0","60","84","120","12","0"
"06.06.21 03:30:00","420","3.1","102.1","112.6","0","252","108","60","0","0","0","0","0","0","0","0","24","24","120","144","96","12","0"
"06.06.21 03:25:00","288","2","101.3","111.8","0","204","72","12","0","0","0","0","0","0","0","12","0","12","96","96","72","0","0"
"06.06.21 03:20:00","324","2.5","100","113.4","0","204","96","12","12","0","0","0","0","0","0","0","24","36","108","96","60","0","0"
"06.06.21 03:15:00","300","2.1","104","113.4","0","204","84","12","0","0","0","0","0","0","0","0","0","12","96","120","60","12","0"
"06.06.21 03:10:00","336","2.6","99.1","106.2","0","216","96","12","0","0","0","0","0","0","0","0","0","60","144","84","36","12","0"
"06.06.21 03:05:00","276","2","104.1","114.2","0","168","84","24","0","0","0","0","0","0","0","0","0","36","48","108","48","36","0"
"06.06.21 03:00:00","348","2.3","106.8","119","0","240","96","12","0","0","0","0","0","0","0","0","0","36","108","60","108","36","0"
"06.06.21 02:55:00","396","2.8","101","110.2","0","276","108","12","0","0","0","0","0","0","0","0","12","84","48","180","48","24","0"
"06.06.21 02:50:00","372","2.7","105.3","114.2","0","204","132","36","0","0","0","0","0","0","0","0","0","0","144","120","72","24","12"
"06.06.21 02:45:00","360","2.6","103.8","117.4","0","192","144","24","0","0","0","0","0","0","0","12","12","12","60","144","96","24","0"
"06.06.21 02:40:00","516","3.6","104.3","117.4","0","336","168","12","0","0","0","0","0","0","0","0","12","60","96","168","144","36","0"
"06.06.21 02:35:00","312","2.3","99","109.4","0","180","96","36","0","0","0","0","0","0","0","0","24","36","84","120","48","0","0"
"06.06.21 02:30:00","348","2.4","106.9","119.6","0","216","96","36","0","0","0","0","0","0","0","0","0","60","60","48","144","36","0"
"06.06.21 02:25:00","324","2.3","100.4","109.4","0","216","96","12","0","0","0","0","0","0","0","0","0","48","108","132","12","24","0"
"06.06.21 02:20:00","396","2.9","100","117.4","0","264","96","36","0","0","0","0","0","0","0","0","36","84","120","60","48","24","12"
"06.06.21 02:15:00","456","3.2","101.1","114.2","0","312","144","0","0","0","0","0","0","0","0","0","24","60","132","144","60","36","0"
"06.06.21 02:10:00","384","2.7","103.7","115.8","0","252","120","12","0","0","0","0","0","0","0","0","24","36","144","72","60","12","36"
"06.06.21 02:05:00","420","3.1","98.3","115.8","12","252","144","12","0","0","0","0","0","0","0","12","36","72","120","84","72","24","0"
"06.06.21 02:00:00","444","3.1","102","116.4","0","288","144","12","0","0","0","0","0","0","0","0","12","48","168","72","120","12","0"
"06.06.21 01:55:00","396","2.9","100.5","113.4","0","216","144","36","0","0","0","0","0","0","0","0","12","84","96","120","60","24","0"
"06.06.21 01:50:00","348","2.5","96.7","111","0","276","72","0","0","0","0","0","0","0","0","0","48","48","96","96","48","12","0"
"06.06.21 01:45:00","432","3.2","99","115.8","0","252","144","36","0","0","0","0","0","0","0","0","24","84","144","84","48","48","0"
"06.06.21 01:40:00","408","3.1","100.8","114.8","0","276","120","0","0","0","0","0","0","0","0","0","24","72","108","84","84","36","0"
"06.06.21 01:35:00","576","4.3","96.4","107.8","24","396","120","36","0","0","0","0","0","0","0","0","48","120","192","132","60","24","0"
"06.06.21 01:30:00","504","3.5","103.3","116.4","0","372","96","36","0","0","0","0","0","0","0","0","0","48","168","144","96","48","0"
"06.06.21 01:25:00","624","4.4","100.8","111","0","432","180","12","0","0","0","0","0","0","0","0","24","96","156","228","72","48","0"
"06.06.21 01:20:00","432","2.9","101.4","112.1","12","348","60","12","0","0","0","0","0","0","0","0","0","48","156","132","84","12","0"
"06.06.21 01:15:00","528","3.8","102.1","117.4","0","372","120","36","0","0","0","0","0","0","0","12","24","72","108","144","144","12","12"
"06.06.21 01:10:00","660","4.9","101.1","114.2","0","408","216","36","0","0","0","0","0","0","0","24","48","60","132","216","156","12","12"
"06.06.21 01:05:00","540","4.1","98.6","109.4","0","360","144","24","12","0","0","0","0","0","0","0","48","72","192","144","48","36","0"
"06.06.21 01:00:00","612","4.2","103.3","115.8","0","408","192","12","0","0","0","0","0","0","0","0","12","96","144","156","156","48","0"
"06.06.21 00:55:00","504","3.4","102.3","114.2","0","360","120","24","0","0","0","0","0","0","0","0","12","60","168","108","144","0","12"
"06.06.21 00:50:00","540","3.9","97.7","111","0","372","168","0","0","0","0","0","0","0","0","0","48","120","144","144","60","24","0"
"06.06.21 00:45:00","576","3.9","102.4","114.2","0","420","144","12","0","0","0","0","0","0","0","0","12","48","192","204","60","48","0"
"06.06.21 00:40:00","624","4.7","99.2","114.2","24","420","108","48","24","0","0","0","0","0","0","0","36","144","192","84","120","48","0"
"06.06.21 00:35:00","636","4.5","103.1","114.2","0","432","168","24","12","0","0","0","0","0","0","0","12","72","168","180","180","24","0"
"06.06.21 00:30:00","492","3.7","97.8","109.4","0","324","120","48","0","0","0","0","0","0","0","0","36","84","156","156","48","12","0"
"06.06.21 00:25:00","660","4.7","98","107.8","12","444","192","12","0","0","0","0","0","0","0","0","24","108","300","144","60","24","0"
"06.06.21 00:20:00","696","5.1","100.7","110.5","12","420","204","60","0","0","0","0","0","0","0","0","24","108","216","228","72","24","24"
"06.06.21 00:15:00","660","4.8","97.6","110.2","12","456","156","36","0","0","0","0","0","0","0","12","24","204","132","180","84","24","0"
"06.06.21 00:10:00","624","4.5","102","117.4","0","372","240","12","0","0","0","0","0","0","0","0","12","144","108","156","120","84","0"
"06.06.21 00:05:00","648","4.6","101.8","115.8","0","408","228","12","0","0","0","0","0","0","0","0","24","132","144","156","132","48","12"
"06.06.21 00:00:00","696","5","99.8","116.6","12","444","216","24","0","0","0","0","0","0","0","0","12","156","252","108","108","48","12"
"05.06.21 23:55:00","708","5.1","100.8","111.8","0","444","240","12","12","0","0","0","0","0","0","0","12","72","300","192","96","24","12"
"05.06.21 23:50:00","744","5.7","96.7","111","0","396","300","48","0","0","0","0","0","0","0","36","84","132","144","228","84","36","0"
"05.06.21 23:45:00","900","6.8","98.1","112.1","24","564","264","36","0","0","0","0","0","0","0","0","72","192","276","192","96","48","24"
"05.06.21 23:40:00","888","6.5","99.8","113","24","600","204","24","36","0","0","0","0","0","0","0","36","180","192","324","108","48","0"
"05.06.21 23:35:00","792","6","97","110.2","12","504","216","60","0","0","0","0","0","0","0","0","48","180","276","156","108","24","0"
"05.06.21 23:30:00","876","6.4","98.2","109.4","12","612","216","24","12","0","0","0","0","0","0","24","60","132","252","276","108","24","0"
"05.06.21 23:25:00","876","6.3","101.4","114.2","12","636","192","24","0","0","0","0","0","0","0","0","0","168","276","264","120","48","0"
"05.06.21 23:20:00","948","7.2","96","104.6","12","516","384","24","12","0","0","0","0","0","0","0","24","228","444","156","72","24","0"
"05.06.21 23:15:00","864","6.6","95.7","105.4","12","540","264","48","0","0","0","0","0","0","0","0","60","240","264","204","84","0","0"
"05.06.21 23:10:00","1104","8.3","97.5","110.6","0","780","264","36","24","0","0","0","0","0","0","12","48","216","420","216","144","36","0"
"05.06.21 23:05:00","948","7","99.5","112.6","12","588","288","60","0","0","0","0","0","0","0","12","12","192","348","216","96","60","0"
"05.06.21 23:00:00","948","7.4","96.7","105.9","24","516","300","108","0","0","0","0","0","0","0","0","60","216","276","276","96","24","0"
"05.06.21 22:55:00","996","7.6","99.6","113.7","0","624","288","72","12","0","0","0","0","0","0","0","48","228","228","276","108","96","12"
"05.06.21 22:50:00","936","7.3","94.5","107.4","12","624","204","84","12","0","0","0","0","0","0","12","60","276","276","204","84","24","0"
"05.06.21 22:45:00","960","7.6","97.6","106.7","12","600","264","48","24","0","0","0","0","0","0","0","36","168","384","264","108","0","0"
"05.06.21 22:40:00","996","7.7","93.3","107","12","696","228","60","0","0","0","0","0","0","0","24","108","252","300","252","48","12","0"
"05.06.21 22:35:00","1104","8.3","96.8","107.8","48","624","348","84","0","0","0","0","0","0","0","0","48","288","396","240","96","24","0"
"05.06.21 22:30:00","948","7.4","95.3","106.2","0","624","276","24","24","0","0","0","0","0","0","12","84","276","252","192","108","24","0"
"05.06.21 22:25:00","828","6.6","98.5","115","12","396","312","108","0","0","0","0","0","0","12","0","24","192","288","156","96","48","12"
"05.06.21 22:20:00","840","6.1","96.8","109.4","24","576","216","24","0","0","0","0","0","0","0","0","60","168","348","156","96","0","12"
"05.06.21 22:15:00","972","7.4","96.5","107.8","24","564","324","60","0","0","0","0","0","0","0","0","36","228","384","216","96","12","0"
"05.06.21 22:10:00","1056","7.5","98","111","24","780","216","36","0","0","0","0","0","0","0","24","48","144","432","228","132","48","0"
"05.06.21 21:50:00","996","7.2","98.5","111","12","612","348","24","0","0","0","0","0","0","0","0","36","228","312","264","120","24","12"
"05.06.21 21:40:00","1128","8.9","94.9","111","0","684","384","36","24","0","0","0","0","0","24","0","144","252","288","228","180","12","0"
"05.06.21 19:30:00","1224","9.3","99","111","12","660","492","48","12","0","0","0","0","0","0","0","24","276","348","372","180","12","12"
"05.06.21 19:25:00","1056","7.6","100","113.7","36","624","372","24","0","0","0","0","0","0","0","0","0","276","360","168","192","48","12"
"05.06.21 19:20:00","1260","9.4","98.2","111","12","816","348","72","12","0","0","0","0","0","0","0","36","324","372","324","156","36","0"
"05.06.21 19:15:00","1080","8","102.7","118.5","24","588","360","108","0","0","0","0","0","0","0","0","24","192","264","264","216","96","24"
"05.06.21 19:10:00","1104","7.9","102.7","113.4","0","672","384","48","0","0","0","0","0","0","0","0","24","96","396","336","180","60","12"
"05.06.21 19:05:00","996","7.3","99.6","113.7","48","552","336","48","12","0","0","0","0","0","0","0","0","180","408","180","192","12","24"
"05.06.21 19:00:00","1284","8.9","101.8","115.8","24","852","360","48","0","0","0","0","0","0","0","0","36","180","360","396","180","108","12"
"05.06.21 18:55:00","1092","8","99.8","112.3","24","636","372","60","0","0","0","0","0","0","0","0","36","192","408","216","168","72","0"
"05.06.21 18:50:00","1056","8.2","98.3","113.4","12","504","456","60","24","0","0","0","0","0","0","0","36","252","336","240","120","48","24"
"05.06.21 18:45:00","1200","8.9","98.7","112.6","48","720","348","60","24","0","0","0","0","0","0","0","36","240","468","240","144","60","12"
"05.06.21 18:40:00","1152","8.9","97","110.5","48","636","396","72","0","0","0","0","0","0","0","0","144","180","360","276","168","12","0"
"05.06.21 18:35:00","1260","9.5","97.9","110.2","36","768","408","24","12","0","0","0","0","0","0","0","36","300","432","300","156","36","0"
"05.06.21 18:30:00","1236","9.2","98.7","111.3","36","636","492","72","0","0","0","0","0","0","0","0","0","312","384","348","132","60","0"
"05.06.21 18:25:00","1188","8.9","96.9","111","12","600","528","48","0","0","0","0","0","0","0","0","60","300","408","240","120","60","0"
"05.06.21 18:20:00","1164","9","96.7","109.4","36","600","492","24","12","0","0","0","0","0","0","12","120","192","432","252","132","0","12"
"05.06.21 18:15:00","1068","7.8","102.5","115.8","12","660","336","36","24","0","0","0","0","0","0","0","24","108","360","312","204","48","0"
"05.06.21 18:10:00","1344","10.2","97.8","110.2","48","708","516","60","12","0","0","0","0","0","0","12","48","288","456","336","144","60","0"
"05.06.21 18:05:00","960","7.2","97.7","112.6","36","540","324","60","0","0","0","0","0","0","0","0","36","204","384","180","108","48","0"
"05.06.21 18:00:00","1056","8","98.5","110.2","12","564","408","60","12","0","0","0","0","0","0","0","48","168","408","276","108","48","0"
"05.06.21 17:55:00","1104","8.4","96.2","107.8","24","660","372","48","0","0","0","0","0","0","0","24","108","204","360","264","108","24","12"
"05.06.21 17:50:00","1140","8.6","97.5","109.4","12","696","396","36","0","0","0","0","0","0","0","12","36","348","276","312","96","36","12"
"05.06.21 17:45:00","1068","8.2","96.2","107","24","660","288","96","0","0","0","0","0","0","0","0","36","228","456","228","108","12","0"
"05.06.21 17:40:00","1272","9.6","97.5","107.8","36","684","468","84","0","0","0","0","0","0","0","0","48","276","456","312","132","48","0"
"05.06.21 17:35:00","1008","7.2","99","109.4","0","672","312","24","0","0","0","0","0","0","0","0","24","192","324","312","132","24","0"
"05.06.21 17:30:00","1212","9.5","93","103","12","720","408","72","0","0","0","0","0","0","0","0","120","408","432","132","84","36","0"
"05.06.21 17:25:00","1104","8.6","94.8","104","36","552","444","60","12","0","0","0","0","0","0","0","36","300","456","264","36","12","0"
"05.06.21 17:20:00","1140","8.6","99.2","111.8","36","636","384","84","0","0","0","0","0","0","0","0","84","192","348","312","156","36","0"
"05.06.21 17:15:00","960","6.9","99.3","110.8","24","648","240","36","12","0","0","0","0","0","0","12","12","252","180","312","192","0","0"
"05.06.21 17:10:00","1008","7.6","100.1","115.8","12","528","432","36","0","0","0","0","0","0","0","0","72","216","204","276","168","72","0"
"05.06.21 17:05:00","960","7.2","100.7","112.6","12","504","348","96","0","0","0","0","0","0","0","0","48","132","288","312","132","48","0"
"05.06.21 17:00:00","1056","8","99.1","111.8","24","528","420","84","0","0","0","0","0","0","0","24","60","156","348","252","156","60","0"
"05.06.21 16:55:00","1020","8","96.7","107.8","0","576","372","72","0","0","0","0","0","0","0","0","36","168","480","228","84","24","0"
"05.06.21 16:50:00","1068","8.2","98.7","113","36","624","264","120","24","0","0","0","0","0","0","12","48","144","396","276","168","24","0"
"05.06.21 16:45:00","1104","8.8","97.6","111","36","576","372","84","24","0","0","0","0","0","0","24","60","180","432","216","156","24","12"
"05.06.21 16:40:00","1116","8.9","94.6","106.5","12","612","396","84","12","0","0","0","0","0","0","0","24","396","372","276","36","12","0"
"05.06.21 16:35:00","1128","8.3","99.4","111.8","36","648","384","60","0","0","0","0","0","0","0","12","48","192","336","348","144","36","12"
"05.06.21 16:30:00","996","7.8","97.4","109.1","12","504","348","132","0","0","0","0","0","0","0","0","48","192","372","252","108","24","0"
"05.06.21 16:25:00","1176","9.3","96","105.8","36","552","456","120","12","0","0","0","0","0","0","12","12","324","468","216","96","36","12"
"05.06.21 16:20:00","1068","8.5","98.2","113.1","24","456","492","84","12","0","0","0","0","0","0","24","72","252","264","240","144","60","12"
"05.06.21 16:15:00","1020","7.9","98","111","24","576","336","60","12","0","0","0","0","0","0","12","96","156","252","336","144","12","0"
"05.06.21 16:10:00","1080","8.5","96.1","104.3","36","576","372","84","12","0","0","0","0","0","0","0","60","216","444","276","24","48","12"
"05.06.21 16:05:00","948","7.7","93.5","108.6","12","528","348","36","24","0","0","0","0","0","0","60","60","288","276","132","108","24","0"
"05.06.21 16:00:00","1020","7.5","100.2","116.2","24","576","372","36","12","0","0","0","0","0","0","0","60","156","312","252","168","72","0"
"05.06.21 15:55:00","1128","8.4","99.2","109.4","12","660","396","48","12","0","0","0","0","0","0","0","12","240","408","312","96","60","0"
"05.06.21 15:50:00","1188","9.2","96.2","108.3","12","660","444","60","12","0","0","0","0","0","0","0","132","204","396","300","132","24","0"
"05.06.21 15:45:00","1140","8.5","101.5","118.2","24","588","456","60","12","0","0","0","0","0","0","0","96","180","264","252","216","132","0"
"05.06.21 15:40:00","1308","10.3","94.6","107.8","72","780","372","72","12","0","0","0","0","0","0","0","156","348","432","180","144","48","0"
"05.06.21 15:35:00","1164","9.1","97","110.5","48","552","432","120","12","0","0","0","0","0","0","0","60","276","408","216","168","36","0"
"05.06.21 15:30:00","1224","9.7","94.4","108.7","36","720","336","108","12","0","0","0","0","0","0","0","132","324","420","216","108","24","0"
"05.06.21 15:25:00","1344","10.3","96.5","108.3","24","816","408","84","12","0","0","0","0","0","0","0","36","372","504","264","156","12","0"
"05.06.21 15:20:00","1224","9.7","93.9","106.7","12","744","360","108","0","0","0","0","0","0","0","60","96","288","408","240","108","24","0"
"05.06.21 15:15:00","1140","8.8","95","105.6","24","672","360","84","0","0","0","0","0","0","0","0","60","324","480","156","108","12","0"
"05.06.21 15:10:00","1164","9.4","94.2","107.8","36","540","540","36","12","0","0","0","0","0","0","0","120","324","408","180","108","24","0"
"05.06.21 15:05:00","1128","9","92.4","103","12","648","396","72","0","0","0","0","0","0","0","12","120","396","324","204","72","0","0"
"05.06.21 15:00:00","1260","9.8","95.8","106.2","48","624","504","72","12","0","0","0","0","0","0","0","60","372","444","240","108","24","12"
"05.06.21 14:55:00","1200","9.4","96.5","108.6","12","732","360","72","24","0","0","0","0","0","0","0","60","300","456","240","96","48","0"
"05.06.21 14:50:00","924","7.3","94.6","111","24","504","336","60","0","0","0","0","0","0","0","0","96","312","240","132","132","12","0"
"05.06.21 14:45:00","1248","9.6","97.6","111","36","672","420","96","24","0","0","0","0","0","0","0","48","324","444","228","132","48","24"
"05.06.21 14:40:00","972","7.5","97","110.2","24","504","384","60","0","0","0","0","0","0","0","0","48","252","312","204","120","36","0"
"05.06.21 14:35:00","1128","9.1","94","107","24","684","312","96","0","0","0","0","0","0","0","24","120","276","396","240","48","24","0"
"05.06.21 14:30:00","1116","8.7","97.5","110.2","12","636","384","72","12","0","0","0","0","0","0","0","12","372","264","288","108","72","0"
"05.06.21 14:25:00","1188","9.2","97.3","107.4","24","648","420","84","12","0","0","0","0","0","0","12","84","180","420","336","96","60","0"
"05.06.21 14:20:00","1164","9","95.5","106.2","0","840","252","48","24","0","0","0","0","0","0","0","24","348","420","288","72","12","0"
"05.06.21 14:15:00","960","7.8","96.3","106.2","12","516","312","120","0","0","0","0","0","0","0","0","72","180","348","252","72","36","0"
"05.06.21 14:10:00","984","6.9","100.4","114.2","12","672","276","24","0","0","0","0","0","0","0","0","60","144","312","240","144","72","12"
"05.06.21 14:05:00","1068","7.8","99.2","109.9","48","564","372","84","0","0","0","0","0","0","0","0","36","192","300","372","120","48","0"
"05.06.21 14:00:00","984","7.7","96","107.2","0","612","300","60","12","0","0","0","0","0","0","12","72","204","348","240","84","24","0"
"05.06.21 13:55:00","1236","10.2","92.7","104.6","0","648","516","48","24","0","0","0","0","0","0","24","108","396","480","108","36","72","12"
"05.06.21 13:50:00","1080","8.3","96.2","107.2","12","648","384","36","0","0","0","0","0","0","0","0","96","192","384","324","60","12","12"
"05.06.21 13:45:00","888","6.6","97.3","109.4","12","540","300","36","0","0","0","0","0","0","0","0","12","216","336","204","108","12","0"
"05.06.21 13:40:00","912","7.2","96.4","109.4","0","516","324","72","0","0","0","0","0","0","0","24","36","192","324","204","108","24","0"
"05.06.21 13:35:00","1032","7.8","95.5","107.8","0","660","336","36","0","0","0","0","0","0","0","0","72","300","348","180","96","24","12"
"05.06.21 13:30:00","1032","7.7","96.6","106.6","36","588","360","36","12","0","0","0","0","0","0","0","60","180","456","252","36","48","0"
"05.06.21 13:25:00","924","7.2","96.4","107.1","12","516","348","48","0","0","0","0","0","0","0","0","24","264","300","240","72","24","0"
"05.06.21 13:20:00","1140","9.1","96","107.8","12","588","444","84","12","0","0","0","0","0","0","24","108","288","300","276","108","0","36"
"05.06.21 13:15:00","1092","8.3","97","107.8","12","636","420","24","0","0","0","0","0","0","0","0","36","264","456","192","84","60","0"
"05.06.21 13:10:00","960","7.5","95.2","106.2","48","504","348","60","0","0","0","0","0","0","0","36","108","204","324","156","84","48","0"
"05.06.21 13:05:00","1224","9.7","96.4","108.6","24","720","384","72","24","0","0","0","0","0","0","0","36","420","384","228","60","60","36"
"05.06.21 13:00:00","1116","8.7","97.1","106.6","24","540","456","96","0","0","0","0","0","0","0","0","12","264","444","300","72","24","0"
"05.06.21 12:55:00","1032","8","95.9","110.5","24","540","420","36","12","0","0","0","0","0","0","12","84","264","288","216","144","24","0"
"05.06.21 12:50:00","924","7.1","96.8","107.8","0","528","324","72","0","0","0","0","0","0","0","0","108","144","348","192","84","48","0"
"05.06.21 12:45:00","996","7.5","99.6","111.8","0","612","312","72","0","0","0","0","0","0","0","0","48","192","252","312","180","12","0"
"05.06.21 12:40:00","984","8.1","92.8","103","24","480","432","48","0","0","0","0","0","0","0","60","48","228","384","216","36","12","0"
"05.06.21 12:35:00","1164","9.1","94.6","107.5","24","648","444","48","0","0","0","0","0","0","0","24","108","312","372","192","120","36","0"
"05.06.21 12:30:00","1044","8.5","93.1","105.4","24","648","288","60","12","0","0","0","0","0","0","0","120","276","372","180","96","0","0"
"05.06.21 12:25:00","924","7.4","95","105.8","0","516","336","60","12","0","0","0","0","0","0","0","72","240","348","168","84","12","0"
"05.06.21 12:20:00","948","7.5","94.5","103","36","516","300","72","24","0","0","0","0","0","0","0","72","276","372","144","36","48","0"
"05.06.21 12:15:00","984","7.5","94.8","107.4","48","600","264","60","12","0","0","0","0","0","0","0","72","276","312","216","108","0","0"
"05.06.21 12:10:00","1200","9.8","95.1","103","36","660","360","144","0","0","0","0","0","0","0","0","48","324","516","276","12","12","12"
"05.06.21 12:05:00","1284","10.9","88.4","101.6","48","708","420","108","0","0","0","0","0","0","0","24","396","324","324","132","72","12","0"
"05.06.21 12:00:00","1200","10.1","88.2","98.1","12","672","444","72","0","0","0","0","0","0","0","24","228","504","288","108","36","12","0"
"05.06.21 11:55:00","1128","9.6","91.3","102.6","12","552","468","84","12","0","0","0","0","0","0","0","180","396","312","168","36","36","0"
"05.06.21 11:50:00","1056","8.2","93.1","105.6","96","528","324","108","0","0","0","0","0","0","0","48","12","384","348","168","84","12","0"
"05.06.21 11:45:00","1056","8.3","92.8","102.1","24","588","372","72","0","0","0","0","0","0","0","0","72","336","456","132","60","0","0"
"05.06.21 11:40:00","984","8.7","95.5","108.8","0","456","372","96","48","0","0","0","0","0","12","0","108","204","276","252","120","12","0"
"05.06.21 11:35:00","1404","13.3","82.6","96.1","24","576","696","84","24","0","0","0","0","0","24","276","300","360","324","72","48","0","0"
"05.06.21 11:30:00","1296","12.7","77.5","85.3","36","708","372","180","0","0","0","0","0","0","12","204","684","312","60","24","0","0","0"
"05.06.21 11:25:00","1416","17.9","70.5","85.3","36","492","576","252","36","0","0","24","0","0","288","456","312","204","72","48","12","0","0"
"05.06.21 11:20:00","948","7.2","95.2","105.4","0","588","300","60","0","0","0","0","0","0","0","0","60","216","384","228","60","0","0"
"05.06.21 11:15:00","924","7.7","93.4","104.6","0","444","408","72","0","0","0","0","0","0","0","12","96","336","216","168","72","24","0"
"05.06.21 11:10:00","1116","9.2","90.8","108.6","24","588","420","84","0","0","0","0","0","0","0","36","252","312","264","108","108","36","0"
"05.06.21 11:05:00","1152","9.6","94.6","111","12","588","384","144","12","0","0","0","0","0","0","12","108","360","276","216","132","48","0"
"05.06.21 11:00:00","1152","9.9","89.6","101.3","36","540","432","120","24","0","0","0","0","0","0","24","156","492","300","132","24","24","0"
"05.06.21 10:55:00","1356","10.9","90.8","101.1","24","828","456","48","0","0","0","0","0","0","0","0","132","564","408","204","36","12","0"
"05.06.21 10:50:00","1272","10.8","91.4","103.3","36","708","396","96","36","0","0","0","0","0","0","0","192","456","348","204","60","12","0"
"05.06.21 10:45:00","1104","8.8","95.3","107.5","36","648","336","72","12","0","0","0","0","0","0","0","120","324","312","216","108","24","0"
"05.06.21 10:40:00","1224","10","91.2","100.8","24","636","444","120","0","0","0","0","0","0","0","12","168","384","456","144","60","0","0"
"05.06.21 10:35:00","1452","12.3","91.6","104.2","24","756","540","108","24","0","0","0","0","0","0","0","168","588","384","228","60","24","0"
"05.06.21 10:30:00","1248","10","93.4","104.6","24","672","456","60","36","0","0","0","0","0","0","0","84","456","360","240","96","12","0"
"05.06.21 10:25:00","1260","9.8","93.6","103.8","24","744","432","60","0","0","0","0","0","0","0","0","60","456","420","252","48","24","0"
"05.06.21 10:20:00","1260","10.3","94.3","104.6","24","588","504","144","0","0","0","0","0","0","0","24","108","348","456","204","60","48","12"
"05.06.21 10:15:00","1164","9.8","92","105.1","0","588","468","96","12","0","0","0","0","0","0","0","156","432","300","204","48","24","0"
"05.06.21 10:10:00","1320","10.7","93.4","105.4","12","708","528","48","24","0","0","0","0","0","0","0","84","492","384","288","72","0","0"
"05.06.21 10:05:00","1128","9.1","95.6","108","36","588","396","96","0","0","0","0","0","0","0","0","132","264","324","312","72","0","24"
"05.06.21 10:00:00","1176","9.2","93.9","103.5","36","684","372","84","0","0","0","0","0","0","0","0","72","336","504","144","96","24","0"
"05.06.21 09:55:00","1068","8.5","94.3","104.6","24","612","348","48","36","0","0","0","0","0","0","0","48","372","348","228","36","36","0"
"05.06.21 09:50:00","1248","10.1","92.9","102.6","12","684","444","84","24","0","0","0","0","0","0","0","96","396","504","192","36","24","0"
"05.06.21 09:45:00","1104","8.6","94.6","104.3","48","576","420","60","0","0","0","0","0","0","0","12","24","324","408","216","120","0","0"
"05.06.21 09:40:00","864","6.8","99.1","112.6","0","408","360","96","0","0","0","0","0","0","0","12","36","180","264","192","108","36","36"
"05.06.21 09:35:00","996","9.8","80.4","99.7","0","504","408","72","12","0","0","0","0","12","156","144","132","216","204","120","12","0","0"
"05.06.21 09:30:00","1080","8.5","95.7","107.8","24","588","360","108","0","0","0","0","0","0","0","0","96","300","336","216","120","12","0"
"05.06.21 09:25:00","984","8.4","90.7","104","24","492","384","72","12","0","0","0","0","0","0","12","120","432","216","144","60","0","0"
"05.06.21 09:20:00","1044","9.3","92.3","106.2","12","492","360","156","12","0","0","0","0","0","0","48","108","324","276","168","108","12","0"
"05.06.21 09:15:00","1032","8.6","91.2","104.6","12","564","408","48","0","0","0","0","0","0","0","72","96","348","264","156","96","0","0"
"05.06.21 09:10:00","1092","9","90","100.8","24","648","360","60","0","0","0","0","0","0","0","36","96","432","348","144","36","0","0"
"05.06.21 09:05:00","1056","8.4","97.6","107.2","24","612","312","84","24","0","0","0","0","0","0","0","48","288","372","216","60","48","12"
"05.06.21 09:00:00","1008","8.1","95","104.6","24","588","252","120","24","0","0","0","0","0","0","12","84","348","276","156","72","36","12"
"05.06.21 08:55:00","960","7.6","98.2","111.8","12","516","324","96","12","0","0","0","0","0","0","24","96","108","288","264","132","48","0"
"05.06.21 08:50:00","1140","8.8","96.7","111","36","660","408","24","12","0","0","0","0","0","0","24","72","228","408","228","144","36","0"
"05.06.21 08:45:00","972","7.3","99.8","112.6","0","552","360","60","0","0","0","0","0","0","0","0","24","180","324","252","132","48","0"
"05.06.21 08:40:00","984","7.5","95.6","107.8","36","552","324","72","0","0","0","0","0","0","0","0","60","288","324","192","96","24","0"
"05.06.21 08:35:00","1080","8.3","97.1","108.6","12","540","432","96","0","0","0","0","0","0","0","0","12","240","456","252","108","12","0"
"05.06.21 08:30:00","1020","7.9","97.6","109.4","24","504","420","60","12","0","0","0","0","0","0","0","36","228","336","264","120","36","0"
"05.06.21 08:25:00","1080","8.3","97.2","107.8","24","564","420","48","24","0","0","0","0","0","0","0","84","192","420","252","96","36","0"
"05.06.21 08:20:00","1008","7.8","97.9","108.7","0","588","336","72","12","0","0","0","0","0","0","0","48","228","300","312","84","36","0"
"05.06.21 08:15:00","1056","8","98.9","110.7","36","624","300","96","0","0","0","0","0","0","0","0","60","228","300","300","96","36","36"
